"article_id","product_code","name","product_type_no","product_type_name","category","graphical_appearance_no","graphical_appearance_name","colour_group_code","colour_group_name","perceived_colour_value_id","perceived_colour_value_name","perceived_colour_master_id","perceived_colour_master_name","department_no","department_name","index_code","index_name","index_group_no","index_group_name","section_no","section_name","garment_group_no","garment_group_name","description","price"
711547002,711547,"Drew",258,"Blouse","Garment Upper body",1010022,"Jacquard",9,"Black",4,"Dark",5,"Black",1522,"Blouse","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1010,"Blouses","Airy, pattern-weave blouse with a pussy-bow collar and buttons down the front. Dropped shoulders and long balloon sleeves with narrow, buttoned cuffs.",60.98
596390001,596390,"Easter bunny",256,"Bodysuit","Garment Upper body",1010016,"Solid",6,"Light Grey",1,"Dusty Light",12,"Grey",2950,"Baby Toys/Acc","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1019,"Accessories","Fancy dress all-in-one suit in soft velour with a detachable, printed hood with padded ears. Zip with a bow at the front, soft tail at the back, long sleeves with ribbed cuffs and long legs with ribbed hems.",94.31
850784001,850784,"Cleo shirtdress",265,"Dress","Garment Full body",1010001,"All over pattern",19,"Greenish Khaki",2,"Medium Dusty",20,"Khaki green",7613,"Kids Girl Dresses","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1014,"Dresses/Skirts girls","Shirt dress in a soft cotton weave with a collar, button placket and a yoke with a pleat at the back. Long sleeves with buttoned cuffs and a tab and button. Side pockets, a narrow detachable belt and rounded hem. Unlined.",22.68
636996006,636996,"Chelsea wd waistcoat TP",260,"Tailored Waistcoat","Garment Upper body",1010026,"Other structure",7,"Grey",1,"Dusty Light",2,"Blue",8757,"Young Boy Shirt","I","Children Sizes 134-170",4,"Baby/Children",47,"Young Boy",1011,"Shirts","Waistcoat in twill with buttons down the front and welt front pockets. Lined.",29.34
668579001,668579,"J Aloha",265,"Dress","Garment Full body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1322,"Dress","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1013,"Dresses Ladies","Short, off-the-shoulder, straight-cut dress in sturdy jersey with elastication and a wide flounce at the top and pockets in the side seams. Unlined.",63.56
863103004,863103,"Boris Fancy Cap",69,"Cap/peaked","Accessories",1010010,"Melange",8,"Dark Grey",4,"Dark",12,"Grey",8560,"Men Sport Acc","S","Sport",26,"Sport",22,"Men H&M Sport",1019,"Accessories","Running cap in woven fabric with a soft terry sweatband inside and an adjustable plastic fastener at the back.",33.6
611924001,611924,"Holly off shoulder dress",265,"Dress","Garment Full body",1010016,"Solid",52,"Pink",7,"Medium",4,"Pink",1343,"Projects Dresses","D","Divided",2,"Divided",50,"Divided Projects",1013,"Dresses Ladies","Short, off-the-shoulder, flared dress in a crêpe weave with broderie anglaise. Elastication and a small flounce at the top, long sleeves with smocking and a flounce at the cuffs, and a flounce at the hem. Unlined.",12.81
627260002,627260,"ANGELA SWEATER",252,"Sweater","Garment Upper body",1010010,"Melange",73,"Dark Blue",4,"Dark",2,"Blue",8718,"Young Girl Knitwear","I","Children Sizes 134-170",4,"Baby/Children",77,"Young Girl",1003,"Knitwear","Jumper in a soft, fine-knit cotton and viscose blend with a frill at the front, long raglan sleeves and ribbing around the neckline, cuffs and hem.",14.63
887518001,887518,"Cate jumpsuit",283,"Underwear body","Underwear",1010016,"Solid",9,"Black",4,"Dark",5,"Black",3710,"Functional Lingerie","B","Lingeries/Tights",1,"Ladieswear",61,"Womens Lingerie",1017,"Under-, Nightwear","Non-wired, push-up biker body in jersey with a gentle sculpting effect on the waist. Adjustable shoulder straps and padded cups for a larger bust and fuller cleavage.",19.59
759871034,759871,"Tilda tank",253,"Vest top","Garment Upper body",1010016,"Solid",13,"Beige",1,"Dusty Light",1,"Mole",3936,"EQ Divided Basics","D","Divided",2,"Divided",80,"Divided Complements Other",1002,"Jersey Basic","Cropped, fitted top in cotton jersey with narrow shoulder straps.",79.38
567993041,567993,"IZZY loose tee (1)",255,"T-shirt","Garment Upper body",1010008,"Front print",10,"White",3,"Light",9,"White",8316,"Ladies Sport Bras","S","Sport",26,"Sport",5,"Ladies H&M Sport",1005,"Jersey Fancy","No Description",63.72
567721002,567721,"Ajax sandal",91,"Sandals","Shoes",1010016,"Solid",14,"Dark Beige",4,"Dark",11,"Beige",6561,"Baby Shoes","G","Baby Sizes 50-98",4,"Baby/Children",42,"Kids & Baby Shoes",1020,"Shoes","Sandals in imitation suede with an adjustable hook and loop fastener on one side. Imitation leather insoles and rubber soles.",54.67
874035006,874035,"SPEED AUDERY A- LINE",265,"Dress","Garment Full body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1344,"Dresses","D","Divided",2,"Divided",53,"Divided Collection",1013,"Dresses Ladies","Short, A-line dress in a crêpe weave with an opening and button at the back of the neck. Short puff sleeves with narrow elastication at the hems, and gathered seams at the waist and hem creating tiers for added width. Sleeveless jersey underdress.",40.08
608776003,608776,"Scallop 5p Socks",302,"Socks","Socks & Tights",1010020,"Contrast",9,"Black",4,"Dark",5,"Black",3611,"Shopbasket Socks","B","Lingeries/Tights",1,"Ladieswear",62,"Womens Nightwear, Socks & Tigh",1021,"Socks and Tights","Fine-knit socks with a scalloped edge.",16.76
843458004,843458,"FRANK TECH PANT",272,"Trousers","Garment Lower body",1010010,"Melange",8,"Dark Grey",4,"Dark",-1,"Unknown",5833,"Heavy Basic Jersey","F","Menswear",3,"Menswear",26,"Men Underwear",1002,"Jersey Basic","Sports trousers in heavy jersey with taped details. Elasticated, drawstring waist, zipped side pockets and tapered legs with shaping seams at the knees for added mobility and wide ribbing at the hems. The polyester content of the trousers is recycled.",75.54
622893001,622893,"singapore set top",258,"Blouse","Garment Upper body",1010007,"Embroidery",10,"White",3,"Light",9,"White",1545,"Projects Woven Tops","D","Divided",2,"Divided",50,"Divided Projects",1010,"Blouses","Short, off-the-shoulder blouse in a cotton weave with a wide elasticated flounce with broderie anglaise at the top, and an elasticated hem.",71.96
611480001,611480,"Honey off shoulder top",258,"Blouse","Garment Upper body",1010021,"Lace",10,"White",3,"Light",9,"White",1545,"Projects Woven Tops","D","Divided",2,"Divided",50,"Divided Projects",1010,"Blouses","Short, wide, off-the-shoulder blouse in lace with narrow, adjustable shoulder straps, long sleeves with scalloped trims, and a scalloped hem. Partly lined in jersey.",54.59
871655002,871655,"Ana emb strap top",253,"Vest top","Garment Upper body",1010007,"Embroidery",81,"Light Turquoise",1,"Dusty Light",2,"Blue",1510,"Blouse","A","Ladieswear",1,"Ladieswear",6,"Womens Casual",1010,"Blouses","V-neck top in an airy cotton weave with embroidery. Narrow shoulder straps and pompom trims at the top and down the front.",49.13
649732002,649732,"Mimmi price top",254,"Top","Garment Upper body",1010001,"All over pattern",6,"Light Grey",1,"Dusty Light",12,"Grey",7616,"Kids Girl Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1005,"Jersey Fancy","Top in soft, patterned cotton jersey with short sleeves and a flounce down the front.",32.18
885919011,885919,"MORGAN set 2pcs",270,"Garment Set","Garment Full body",1010001,"All over pattern",12,"Light Beige",1,"Dusty Light",11,"Beige",6564,"Newborn","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1005,"Jersey Fancy","Set with a long-sleeved top and pair of trousers in lightweight sweatshirt fabric. Top with raglan sleeves, buttons down one side and ribbing around the neckline and cuffs. Trousers with wide foldover ribbing at the waist and ribbed hems.",95.52
652664002,652664,"Crystal Runner BG",94,"Sneakers","Shoes",1010002,"Application/3D",73,"Dark Blue",4,"Dark",2,"Blue",4321,"Young Girl Shoes","J","Children Accessories, Swimwear",4,"Baby/Children",42,"Kids & Baby Shoes",1020,"Shoes","Trainers in scuba fabric with imitation leather details, a strap with a hook and loop fastening and decorative flowers at the front, and a loop at the back. Mesh linings and insoles and rubber soles.",50.14
864953004,864953,"Noelia Rib Tank",253,"Vest top","Garment Upper body",1010010,"Melange",13,"Beige",2,"Medium Dusty",11,"Beige",1676,"Jersey Basic","A","Ladieswear",1,"Ladieswear",16,"Womens Everyday Basics",1002,"Jersey Basic","Low-necked vest top in soft, ribbed viscose jersey.",22.31
755566003,755566,"Newbie tee",255,"T-shirt","Garment Upper body",1010010,"Melange",7,"Grey",1,"Dusty Light",12,"Grey",1643,"Basic 1","D","Divided",2,"Divided",51,"Divided Basics",1002,"Jersey Basic","Wide, shorter-style top in cotton jersey with cap sleeves with sewn-in turn-ups.",34.49
659150001,659150,"ED Nora tee",255,"T-shirt","Garment Upper body",1010010,"Melange",71,"Light Blue",3,"Light",2,"Blue",1919,"Jersey","A","Ladieswear",1,"Ladieswear",2,"H&M+",1005,"Jersey Fancy","T-shirt in soft jersey made from a viscose blend with a fake jetted chest pocket, short sleeves with sewn-in turn-ups,and a rounded hem.",72.52
626356001,626356,"POLLY  TANK",253,"Vest top","Garment Upper body",1010008,"Front print",7,"Grey",1,"Dusty Light",12,"Grey",8716,"Young Girl Jersey Fancy","I","Children Sizes 134-170",4,"Baby/Children",77,"Young Girl",1005,"Jersey Fancy","Vest top in soft cotton jersey with a print motif and rounded hem.",63.12
788633001,788633,"Reindeer",252,"Sweater","Garment Upper body",1010022,"Jacquard",11,"Off White",1,"Dusty Light",9,"White",1626,"Knitwear","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1003,"Knitwear","Jumper in a soft jacquard knit containing some wool with a ribbed turtle neck, long raglan sleeves and ribbing at the cuffs and hem. The polyester content of the jumper is recycled.",18.24
612911001,612911,"AK Pimms paperbag trousers",272,"Trousers","Garment Lower body",1010016,"Solid",13,"Beige",2,"Medium Dusty",11,"Beige",4030,"AK Other","D","Divided",2,"Divided",70,"Divided Asia keys",1023,"Special Offers","Twill trousers in a cotton blend with a high paper bag waist, zip fly with a concealed press-stud, side pockets and back pockets. Elastic on the inside, a detachable tie belt with a plastic fastener at the waist and wide, straight legs with creases.",42.49
662084001,662084,"Nikita",264,"Blazer","Garment Upper body",1010004,"Check",6,"Light Grey",1,"Dusty Light",12,"Grey",1212,"Suit","A","Ladieswear",1,"Ladieswear",11,"Womens Tailoring",1008,"Dressed","Pattern-weave jacket with notch lapels, a detachable tie belt at the waist and no buttons. Lined.",26.66
556655005,556655,"Pauline sandalette",92,"Heeled sandals","Shoes",1010016,"Solid",10,"White",3,"Light",9,"White",3528,"Heels","C","Ladies Accessories",1,"Ladieswear",64,"Womens Shoes",1020,"Shoes","Sandals with an adjustable ankle strap with a metal buckle. Imitation leather linings and insoles and rubber soles. Covered heels 8 cm.",92.56
739347001,739347,"KARIN MID SUPPORT BRA",306,"Bra","Underwear",1010016,"Solid",9,"Black",4,"Dark",5,"Black",8316,"Ladies Sport Bras","S","Sport",26,"Sport",5,"Ladies H&M Sport",1005,"Jersey Fancy","Sports bra in fast-drying functional fabric with mesh details, a racer back and wide elasticated hem. Lined at the front. Medium support.",83.72
605718002,605718,"Loka weekend bag",66,"Bag","Accessories",1010016,"Solid",73,"Dark Blue",4,"Dark",2,"Blue",3209,"Bags","C","Ladies Accessories",1,"Ladieswear",65,"Womens Big accessories",1019,"Accessories","Weekend bag with a detachable, adjustable shoulder strap, two handles and a zip at the top and three inner compartments, one with a zip. Lined. Size 19x38x44 cm.",58.77
793104007,793104,"GREY Zero Tee",255,"T-shirt","Garment Upper body",1010016,"Solid",12,"Light Beige",1,"Dusty Light",11,"Beige",5882,"Jersey Fancy","F","Menswear",3,"Menswear",55,"Contemporary Street",1005,"Jersey Fancy","T-shirt in soft slub cotton jersey with a slightly wider neckline, a seam centre back and raw, roll edges around the neckline and sleeves. Slightly longer and rounded at the back.",81.95
688537019,688537,"Simple as that Cheeky Tanga",59,"Swimwear bottom","Swimwear",1010001,"All over pattern",10,"White",3,"Light",9,"White",4242,"Swimwear","B","Lingeries/Tights",1,"Ladieswear",60,"Womens Swimwear, beachwear",1018,"Swimwear","Fully lined bikini bottoms with a mid waist and cutaway coverage at the back.",88.57
855216002,855216,"Tindra 3-pack socks",302,"Socks","Socks & Tights",1010016,"Solid",9,"Black",4,"Dark",5,"Black",8396,"Ladies Sport Acc","S","Sport",26,"Sport",5,"Ladies H&M Sport",1019,"Accessories","Fine-knit trainer socks in fast-drying functional fabric with a slightly higher shaft at the heel for optimum comfort.",75.9
648950003,648950,"J Bee dress",265,"Dress","Garment Full body",1010016,"Solid",71,"Light Blue",3,"Light",2,"Blue",1322,"Dress","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1013,"Dresses Ladies","Off-the-shoulder dress in cotton jersey with elastication at the top and two flounces that continue over the arms. Unlined.",72.3
501616001,501616,"FRAME Easy Iron",259,"Shirt","Garment Upper body",1010024,"Chambray",72,"Blue",7,"Medium",2,"Blue",8617,"Shirt S&T","F","Menswear",3,"Menswear",23,"Men Suits & Tailoring",1011,"Shirts","Long-sleeved shirt in a cotton blend with an easy-iron finish. Turn-down collar, classic front, narrow cuffs with adjustable buttoning, darts at the back and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette.",82.59
510556002,510556,"GDC Rouge",258,"Blouse","Garment Upper body",1010016,"Solid",12,"Light Beige",1,"Dusty Light",11,"Beige",1522,"Blouse","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1010,"Blouses","Crinkled blouse in a slightly transparent weave with an opening and button at the back of the neck and long sleeves with drawstrings that tie at the cuffs.",69.29
767980008,767980,"FAMILY children tee",255,"T-shirt","Garment Upper body",1010008,"Front print",51,"Light Pink",1,"Dusty Light",4,"Pink",7050,"Promotion / Other / Offer","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1023,"Special Offers","T-shirt in soft, printed cotton jersey.",54.05
570177001,570177,"Lennon softbra",306,"Bra","Underwear",1010007,"Embroidery",9,"Black",4,"Dark",5,"Black",1338,"Expressive Lingerie","B","Lingeries/Tights",1,"Ladieswear",61,"Womens Lingerie",1017,"Under-, Nightwear","Non-wired bra in embroidered mesh that gives the bust a natural shape and light support. Mesh-lined cups, elastication under the bust, narrow adjustable shoulder straps and a hook-and-eye fastening.",86.43
657165027,657165,"TUXEDO pant",273,"Leggings/Tights","Garment Lower body",1010005,"Colour blocking",9,"Black",4,"Dark",5,"Black",8716,"Young Girl Jersey Fancy","I","Children Sizes 134-170",4,"Baby/Children",77,"Young Girl",1005,"Jersey Fancy","Leggings in sturdy jersey with an elasticated waist.",29.91
570004061,570004,"PETER POLO",257,"Polo shirt","Garment Upper body",1010010,"Melange",19,"Greenish Khaki",4,"Dark",20,"Khaki green",5832,"Light Basic Jersey","F","Menswear",3,"Menswear",26,"Men Underwear",1002,"Jersey Basic","Short-sleeved polo shirt in soft jersey with a collar and button placket.",94.97
849361005,849361,"Raven blazer",264,"Blazer","Garment Upper body",1010026,"Other structure",11,"Off White",1,"Dusty Light",9,"White",1212,"Suit","A","Ladieswear",1,"Ladieswear",11,"Womens Tailoring",1008,"Dressed","Gently fitted, single-breasted jacket in woven fabric with peak lapels and a single button at the front. Welt front pockets, decorative buttons at the cuffs, and a single back vent. Lined.",98.89
379360038,379360,"MAXI 2 pack",273,"Leggings/Tights","Garment Lower body",1010016,"Solid",81,"Light Turquoise",3,"Light",7,"Turquoise",7920,"Kids Girl Jersey Basic","H","Children Sizes 92-140",4,"Baby/Children",79,"Girls Underwear & Basics",1002,"Jersey Basic","3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",32.47
880333001,880333,"Violet LS",254,"Top","Garment Upper body",1010016,"Solid",10,"White",3,"Light",9,"White",1640,"Tops Fancy Jersey","D","Divided",2,"Divided",53,"Divided Collection",1005,"Jersey Fancy","Long-sleeved top in soft cotton jersey with a round neckline and buttons down the front.",13.55
558371001,558371,"All for fame",265,"Dress","Garment Full body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1686,"Jersey Occasion","A","Ladieswear",1,"Ladieswear",14,"Womens Premium",1013,"Dresses Ladies","Fitted dress in jersey with mesh sections at the top, long sleeves, a seam at the waist and slit at the back.",26.25
812659001,812659,"Olga Lace Bandeau",298,"Bikini top","Swimwear",1010021,"Lace",9,"Black",4,"Dark",5,"Black",4242,"Swimwear","B","Lingeries/Tights",1,"Ladieswear",60,"Womens Swimwear, beachwear",1018,"Swimwear","Lined bandeau bikini top with lace on the front and cups with removable inserts that shape the bust and provide good support. Ties at the back and a detachable strap that ties at the back of the neck. Side support and a concealed silicone trim at the top.",73.5
